doi,year,Physics,Chemistry,Biology,Geology,Surface,Deep ocean,Beach/Coast,Estuary/Lagoon/Mangrove,Sediment/Benthic,General marine,Diagnosis,Mitigation,Adaptation,journal,volume,issue,pages
10.1016/j.ecoenv.2024.116419,2023,True,True,True,True,True,False,False,False,False,True,True,False,False,ECOTOXICOLOGY AND ENVIRONMENTAL SAFETY,278,,
10.1038/s41545-024-00329-2,2023,False,True,False,False,True,False,True,False,False,True,True,False,False,NPJ CLEAN WATER,7,1,
10.1016/j.marpolbul.2024.116401,2024,False,False,True,False,False,False,False,False,False,True,True,False,False,MARINE POLLUTION BULLETIN,203,,
10.1016/j.hazadv.2024.100430,2023,True,True,True,False,False,False,False,False,False,True,True,False,False,JOURNAL OF HAZARDOUS MATERIALS ADVANCES,14,,
10.1038/s41598-024-60949-z,2024,False,False,True,True,True,True,False,False,True,True,False,False,False,SCIENTIFIC REPORTS,14,1,
10.1016/j.gsd.2024.101187,2023,False,True,False,False,False,False,True,False,False,True,False,True,False,GROUNDWATER FOR SUSTAINABLE DEVELOPMENT,26,,
10.1016/j.marpolbul.2024.116441,2024,True,True,False,True,False,False,True,False,False,True,True,False,False,MARINE POLLUTION BULLETIN,203,,
10.1016/j.envpol.2024.124086,2023,True,False,False,True,False,False,True,False,True,True,True,False,False,ENVIRONMENTAL POLLUTION,351,,
10.1016/j.aquatox.2024.106933,2023,False,False,True,False,False,False,False,False,False,True,True,False,False,AQUATIC TOXICOLOGY,271,,
10.1016/j.rsma.2024.103554,2023,False,False,False,False,False,False,True,False,False,True,True,False,False,REGIONAL STUDIES IN MARINE SCIENCE,74,,
10.1021/acs.est.3c09176,2023,False,False,True,False,False,False,False,False,False,False,False,False,False,ENVIRONMENTAL SCIENCE & TECHNOLOGY,58,19,8336
10.1016/j.cbpb.2024.110982,2023,False,False,True,True,True,False,False,True,True,False,True,False,False,COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY B-BIOCHEMISTRY & MOLECULAR,273,,
10.1002/etc.5874,2023,False,False,True,False,False,False,False,False,False,True,True,True,False,ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY,43,6,1442
10.1016/j.marpolbul.2024.116407,2023,False,True,True,False,False,False,False,False,False,True,True,True,False,MARINE POLLUTION BULLETIN,203,,
10.1016/j.jhazmat.2024.134445,2023,False,True,True,True,False,False,False,False,True,True,True,True,False,JOURNAL OF HAZARDOUS MATERIALS,472,,
10.1021/acs.est.3c10776,2023,False,True,False,False,True,False,False,False,False,True,True,True,False,ENVIRONMENTAL SCIENCE & TECHNOLOGY,58,19,8480
10.1007/s10924-023-03102-7,2024,False,False,False,False,False,False,False,False,False,False,False,False,False,JOURNAL OF POLYMERS AND THE ENVIRONMENT,32,5,2532
10.1007/s11356-024-33215-y,2023,False,True,False,True,False,False,False,False,True,False,True,False,False,Environmental science and pollution research international,31,21,30688
10.1016/j.chemosphere.2024.141887,2023,False,False,False,True,True,False,False,False,True,True,True,False,False,Chemosphere,356,,141887
10.3390/w16091228,2023,False,True,False,False,True,False,False,False,False,True,True,False,False,WATER,16,9,
10.17159/sajs.2024/16669,2023,False,True,True,False,False,False,False,False,False,False,True,True,False,SOUTH AFRICAN JOURNAL OF SCIENCE,120,5-6,
10.3390/w16101435,2023,False,False,True,False,False,False,False,True,False,True,True,True,False,WATER,16,10,
10.1016/j.chemosphere.2024.141827,2023,True,True,False,False,False,False,False,False,False,False,True,True,False,Chemosphere,356,,141827
10.5530/jscires.13.2.39,2024,False,True,True,False,False,False,False,False,False,False,True,False,False,JOURNAL OF SCIENTOMETRIC RESEARCH,13,2,485
10.1002/wer.11029,2024,True,True,True,False,False,False,True,False,False,False,True,False,False,WATER ENVIRONMENT RESEARCH,96,5,
10.3390/w16101369,2023,False,False,True,False,False,False,False,False,False,True,True,True,False,WATER,16,10,
10.1007/s00128-024-03901-1,2024,False,False,True,False,False,False,False,False,False,True,True,False,False,BULLETIN OF ENVIRONMENTAL CONTAMINATION AND TOXICOLOGY,112,5,
10.1007/s00128-024-03878-x,2023,False,False,True,False,False,False,False,False,False,True,True,True,False,BULLETIN OF ENVIRONMENTAL CONTAMINATION AND TOXICOLOGY,112,5,
10.1016/j.sjbs.2024.103981,2023,False,False,True,False,True,False,False,False,False,True,True,False,False,Saudi journal of biological sciences,31,5,103981
10.1016/j.scitotenv.2024.172837,2023,False,False,True,True,False,False,True,False,True,True,False,False,False,SCIENCE OF THE TOTAL ENVIRONMENT,930,,
10.1007/s11270-024-07113-5,2023,True,False,False,True,True,False,True,False,True,True,True,False,False,WATER AIR AND SOIL POLLUTION,235,5,
10.1007/s11270-024-07093-6,2023,False,True,True,False,False,False,False,False,False,True,True,False,False,WATER AIR AND SOIL POLLUTION,235,5,
10.1007/s11270-024-07103-7,2023,True,True,True,True,False,False,False,False,True,True,True,False,False,WATER AIR AND SOIL POLLUTION,235,5,
10.1134/S1061934824050058,2023,True,True,False,True,True,False,True,True,True,False,True,True,False,JOURNAL OF ANALYTICAL CHEMISTRY,79,5,500
10.21577/1984-6835.20240011,2023,False,False,False,False,True,True,False,False,False,True,True,True,False,REVISTA VIRTUAL DE QUIMICA,16,3,472
10.1007/s10653-024-01926-3,2024,False,True,True,True,False,False,False,False,False,True,True,False,False,ENVIRONMENTAL GEOCHEMISTRY AND HEALTH,46,5,
10.1016/j.chemosphere.2024.141870,2023,False,True,True,False,False,False,True,False,False,False,True,True,False,Chemosphere,355,,141870
10.1016/j.chemosphere.2024.141900,2023,True,True,True,True,False,False,False,False,True,True,True,False,False,Chemosphere,355,,141900
10.13227/j.hjkx.202305121,2023,False,True,True,False,False,False,False,False,False,False,True,True,False,Huan jing ke xue= Huanjing kexue,45,5,3078
10.3390/life14050640,2023,True,True,True,False,False,False,True,False,False,False,True,False,False,LIFE-BASEL,14,5,
10.3390/toxics12050320,2023,False,True,True,False,False,False,True,False,False,True,True,False,False,TOXICS,12,5,
10.3390/toxics12050375,2024,True,True,True,False,False,False,False,False,False,False,True,True,False,TOXICS,12,5,
10.3390/toxics12050352,2024,True,False,False,False,False,False,False,False,False,False,True,False,False,TOXICS,12,5,
10.3390/toxics12050319,2023,True,True,True,True,True,False,False,False,True,True,True,True,False,TOXICS,12,5,
10.3390/su16104103,2023,False,True,True,False,False,False,False,False,False,True,True,True,False,SUSTAINABILITY,16,10,
10.3390/su16104033,2024,True,False,True,False,True,True,True,False,False,True,True,True,False,SUSTAINABILITY,16,10,
10.3390/rs16101770,2023,True,True,True,False,False,False,False,False,False,True,True,False,False,REMOTE SENSING,16,10,
10.3390/biomimetics9050303,2023,True,True,True,True,True,False,False,False,True,True,True,False,False,BIOMIMETICS,9,5,
10.3390/ijms25105433,2024,False,True,True,False,False,False,True,False,False,True,True,False,False,INTERNATIONAL JOURNAL OF MOLECULAR SCIENCES,25,10,
10.3390/environments11050103,2024,False,False,True,False,True,False,False,False,False,False,True,True,False,ENVIRONMENTS,11,5,
10.3390/ijms25105060,2023,False,True,True,True,False,False,True,False,True,True,True,False,False,INTERNATIONAL JOURNAL OF MOLECULAR SCIENCES,25,10,
10.1007/s00343-024-3277-8,2023,True,True,True,True,True,True,False,False,False,True,False,False,False,JOURNAL OF OCEANOLOGY AND LIMNOLOGY,43,2,396
10.1016/j.rsma.2024.103547,2023,False,False,True,False,False,False,True,False,False,True,True,False,False,REGIONAL STUDIES IN MARINE SCIENCE,74,,
10.1002/tqem.22239,2023,False,True,False,True,False,False,False,False,False,True,True,True,False,ENVIRONMENTAL QUALITY MANAGEMENT,34,1,
10.1016/j.scitotenv.2024.172679,2024,False,True,True,False,False,False,True,False,False,True,True,False,False,SCIENCE OF THE TOTAL ENVIRONMENT,930,,
10.3389/fmars.2024.1382249,2023,False,True,True,True,False,False,False,False,True,True,False,True,False,FRONTIERS IN MARINE SCIENCE,11,,
10.1016/j.foodres.2024.114342,2023,False,False,True,False,False,False,False,False,False,True,True,True,False,FOOD RESEARCH INTERNATIONAL,187,,
10.1016/j.marchem.2024.104395,2024,False,False,True,True,True,False,False,False,True,True,True,True,False,MARINE CHEMISTRY,262,,
10.1021/acs.estlett.4c00279,2023,True,True,True,False,False,False,True,False,False,True,True,True,False,ENVIRONMENTAL SCIENCE & TECHNOLOGY LETTERS,11,5,433
10.1016/j.scitotenv.2024.172737,2023,True,False,False,False,False,False,True,False,False,True,True,False,False,SCIENCE OF THE TOTAL ENVIRONMENT,930,,
10.1186/s40793-024-00569-2,2023,True,False,True,False,False,False,False,False,False,False,True,False,False,ENVIRONMENTAL MICROBIOME,19,1,
10.1016/j.ecss.2024.108775,2023,True,False,False,False,False,False,False,False,False,True,True,False,False,ESTUARINE COASTAL AND SHELF SCIENCE,302,,
10.1016/j.envpol.2024.123960,2023,False,True,True,False,False,False,False,False,False,True,True,False,False,ENVIRONMENTAL POLLUTION,350,,
10.1016/j.watres.2024.121653,2023,False,True,True,True,False,False,False,True,True,True,True,False,False,WATER RESEARCH,256,,
10.1016/j.marpolbul.2024.116368,2023,True,True,True,False,False,False,False,False,False,True,True,True,False,MARINE POLLUTION BULLETIN,202,,
10.1016/j.jhazmat.2024.134353,2023,False,True,False,False,False,False,True,False,False,True,True,True,False,JOURNAL OF HAZARDOUS MATERIALS,471,,
10.1016/j.heliyon.2024.e30021,2024,False,True,False,False,False,False,False,False,False,True,True,True,False,HELIYON,10,9,
10.1016/j.jhazmat.2024.134342,2023,True,False,True,False,False,True,True,False,False,True,True,False,False,JOURNAL OF HAZARDOUS MATERIALS,471,,
10.1016/j.talanta.2024.126168,2023,False,True,True,False,True,False,True,False,False,True,True,True,False,TALANTA,275,,
10.1016/j.scitotenv.2024.172680,2023,False,False,True,False,False,False,False,False,False,True,False,False,False,SCIENCE OF THE TOTAL ENVIRONMENT,929,,
10.1016/j.marpolbul.2024.116406,2023,False,True,True,False,True,False,False,False,False,True,True,True,False,MARINE POLLUTION BULLETIN,202,,
10.1016/j.marpolbul.2024.116389,2023,False,False,True,False,False,False,True,False,False,True,False,True,False,MARINE POLLUTION BULLETIN,202,,
10.1016/j.jclepro.2024.142281,2024,True,False,True,False,True,False,False,False,False,True,True,False,False,JOURNAL OF CLEANER PRODUCTION,454,,
10.1002/etc.5880,2023,False,True,True,False,False,False,False,False,False,True,True,True,False,ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY,43,7,1485
10.1016/j.scitotenv.2024.172580,2023,True,True,False,False,False,False,False,False,False,True,True,False,False,SCIENCE OF THE TOTAL ENVIRONMENT,929,,
10.1016/j.scitotenv.2024.172586,2023,True,True,True,False,False,False,True,False,False,False,True,False,False,SCIENCE OF THE TOTAL ENVIRONMENT,929,,
10.1016/j.marpolbul.2024.116393,2023,True,False,True,False,True,False,False,False,False,True,True,True,False,MARINE POLLUTION BULLETIN,202,,
10.1016/j.envres.2024.118971,2024,True,True,True,True,False,False,True,False,True,False,True,True,False,ENVIRONMENTAL RESEARCH,252,,
10.1016/j.envres.2024.118960,2023,False,False,True,False,False,False,False,False,False,True,True,False,False,ENVIRONMENTAL RESEARCH,252,,
10.1016/j.scitotenv.2024.172470,2023,False,True,True,False,False,False,False,False,False,True,True,False,False,SCIENCE OF THE TOTAL ENVIRONMENT,929,,
10.1021/acs.est.4c00010,2023,True,False,False,False,True,False,False,False,False,True,True,False,False,ENVIRONMENTAL SCIENCE & TECHNOLOGY,58,20,8709
10.1016/j.marenvres.2024.106525,2023,True,True,False,True,True,True,True,False,True,True,True,False,False,MARINE ENVIRONMENTAL RESEARCH,198,,
10.1016/j.watres.2024.121647,2023,False,False,False,False,False,False,False,False,False,False,True,False,False,WATER RESEARCH,256,,
10.1016/j.marpolbul.2024.116371,2023,False,True,True,False,False,False,True,False,False,True,True,True,True,MARINE POLLUTION BULLETIN,202,,
10.1016/j.ecoenv.2024.116389,2023,False,False,False,False,False,False,False,False,False,True,True,True,False,ECOTOXICOLOGY AND ENVIRONMENTAL SAFETY,277,,
10.1016/j.jwpe.2024.105336,2023,True,True,True,False,False,False,True,False,False,False,True,False,False,JOURNAL OF WATER PROCESS ENGINEERING,61,,
10.1007/s11440-024-02336-6,2023,True,False,False,False,False,False,True,False,False,True,True,False,True,ACTA GEOTECHNICA,19,11,7603
10.1016/j.rsma.2024.103519,2023,True,True,True,False,False,False,False,False,False,False,True,True,True,REGIONAL STUDIES IN MARINE SCIENCE,74,,
10.1016/j.scitotenv.2024.172535,2023,True,False,False,False,False,False,False,False,False,False,True,False,False,SCIENCE OF THE TOTAL ENVIRONMENT,929,,
10.1016/j.envpol.2024.123985,2023,False,True,False,False,False,False,False,False,False,True,True,False,False,ENVIRONMENTAL POLLUTION,349,,
10.1016/j.marpolbul.2024.116357,2023,False,True,False,True,True,False,False,True,True,False,True,False,False,MARINE POLLUTION BULLETIN,202,,
10.1016/j.optlastec.2024.111000,2023,False,False,False,False,False,True,False,False,False,True,True,True,False,OPTICS AND LASER TECHNOLOGY,176,,
10.1007/s00343-024-3249-z,2023,False,False,True,False,True,True,False,False,False,True,True,False,False,JOURNAL OF OCEANOLOGY AND LIMNOLOGY,43,2,559
10.1016/j.scitotenv.2024.172208,2023,True,False,False,True,False,False,True,False,True,True,True,True,False,SCIENCE OF THE TOTAL ENVIRONMENT,928,,
10.1007/s13762-024-05543-6,2023,False,True,True,False,False,False,False,False,False,True,True,True,False,INTERNATIONAL JOURNAL OF ENVIRONMENTAL SCIENCE AND TECHNOLOGY,21,15,9391
10.1016/j.scitotenv.2024.172327,2023,True,True,False,True,False,False,False,False,False,False,True,False,False,SCIENCE OF THE TOTAL ENVIRONMENT,928,,
10.1016/j.marpolbul.2024.116338,2023,True,False,True,False,False,False,False,False,False,False,True,False,False,MARINE POLLUTION BULLETIN,202,,
10.1016/j.envpol.2024.123930,2023,False,True,True,False,False,False,False,False,False,True,False,False,False,ENVIRONMENTAL POLLUTION,349,,
10.1016/j.scitotenv.2024.172504,2023,True,True,False,False,False,False,False,False,False,False,True,False,False,SCIENCE OF THE TOTAL ENVIRONMENT,928,,
10.1016/j.psep.2024.04.021,2023,True,False,False,False,False,True,True,False,False,True,True,False,False,PROCESS SAFETY AND ENVIRONMENTAL PROTECTION,186,,833
10.1016/j.scitotenv.2024.172380,2023,False,False,False,False,False,False,True,False,False,True,True,False,False,SCIENCE OF THE TOTAL ENVIRONMENT,927,,
10.1021/acs.est.4c02811,2023,True,True,False,False,False,False,True,False,False,True,True,True,False,ENVIRONMENTAL SCIENCE & TECHNOLOGY,58,17,7636
10.1016/j.foodchem.2024.139317,2023,False,False,True,False,False,False,False,False,False,False,False,True,True,FOOD CHEMISTRY,450,,
10.1016/j.rsma.2024.103510,2023,False,False,False,False,True,False,True,True,False,True,False,False,False,REGIONAL STUDIES IN MARINE SCIENCE,73,,
10.1016/j.jclepro.2024.142153,2023,True,True,True,False,False,False,True,True,False,True,True,False,True,JOURNAL OF CLEANER PRODUCTION,452,,
10.1016/j.ecss.2024.108755,2023,True,True,True,False,True,False,False,False,False,True,True,False,False,ESTUARINE COASTAL AND SHELF SCIENCE,301,,
10.1002/pen.26753,2023,True,True,True,False,False,False,False,False,False,True,True,True,False,POLYMER ENGINEERING AND SCIENCE,64,7,3120
10.1016/j.scitotenv.2024.172252,2023,False,True,True,False,False,False,False,False,False,True,True,True,False,SCIENCE OF THE TOTAL ENVIRONMENT,927,,
10.1016/j.envpol.2024.123950,2023,True,True,True,True,True,True,False,False,True,True,True,False,False,ENVIRONMENTAL POLLUTION,349,,
10.1016/j.ebiom.2024.105118,2023,False,True,True,False,False,False,True,True,False,False,True,False,False,EBIOMEDICINE,103,,
10.1039/d4em00004h,2023,False,False,False,True,False,False,False,False,False,True,True,False,False,ENVIRONMENTAL SCIENCE-PROCESSES & IMPACTS,26,7,
10.1016/j.jhazmat.2024.134250,2023,False,True,True,False,False,False,False,False,False,False,True,False,False,JOURNAL OF HAZARDOUS MATERIALS,470,,
10.1021/acs.jafc.4c00832,2023,False,False,False,False,False,False,False,False,False,False,False,True,False,JOURNAL OF AGRICULTURAL AND FOOD CHEMISTRY,72,16,9033
10.1016/j.jconhyd.2024.104340,2024,False,False,True,False,False,False,False,False,False,True,True,True,False,JOURNAL OF CONTAMINANT HYDROLOGY,263,,
10.1016/j.rsma.2024.103488,2024,True,True,True,False,False,False,False,False,True,True,True,False,False,REGIONAL STUDIES IN MARINE SCIENCE,73,,
10.1007/s41208-024-00710-5,2023,True,False,False,False,False,False,True,False,False,False,False,False,False,THALASSAS,40,2,1245
10.1016/j.scitotenv.2024.172308,2023,True,True,False,False,True,False,False,False,False,False,True,False,False,SCIENCE OF THE TOTAL ENVIRONMENT,927,,
10.1016/j.scitotenv.2024.172124,2024,False,False,True,True,True,False,True,False,True,True,True,True,False,SCIENCE OF THE TOTAL ENVIRONMENT,927,,
10.1039/d4em00010b,2023,True,False,False,False,False,False,False,False,False,True,True,False,False,ENVIRONMENTAL SCIENCE-PROCESSES & IMPACTS,26,7,
10.1016/j.jhazmat.2024.134173,2024,False,False,False,False,False,False,False,False,False,False,False,True,False,JOURNAL OF HAZARDOUS MATERIALS,470,,
10.1016/j.marpolbul.2024.116340,2023,True,True,True,True,False,False,True,True,True,True,True,True,False,MARINE POLLUTION BULLETIN,202,,
10.7717/peerj.17207,2023,False,False,False,False,False,False,False,True,False,True,True,False,False,PEERJ,12,,
10.1039/d4ra02521k,2023,False,True,True,False,False,False,False,False,False,True,True,True,True,RSC ADVANCES,14,17,11908
10.1002/ieam.4930,2024,False,False,True,False,False,False,False,False,False,True,True,True,True,INTEGRATED ENVIRONMENTAL ASSESSMENT AND MANAGEMENT,20,6,1800
10.1016/j.marpolbul.2024.116313,2023,False,True,False,True,False,False,False,False,True,False,True,True,False,MARINE POLLUTION BULLETIN,202,,
10.1016/j.jenvman.2024.120745,2023,True,False,True,True,False,True,False,False,True,True,True,False,False,JOURNAL OF ENVIRONMENTAL MANAGEMENT,358,,
10.1016/j.marpolbul.2024.116298,2023,False,False,True,False,False,False,False,False,False,True,True,False,False,MARINE POLLUTION BULLETIN,202,,
10.1016/j.ecss.2024.108736,2023,False,False,True,True,True,False,False,False,True,True,True,False,False,ESTUARINE COASTAL AND SHELF SCIENCE,301,,
10.3389/fenvs.2024.1390510,2023,False,False,True,False,False,False,False,False,False,True,True,True,False,FRONTIERS IN ENVIRONMENTAL SCIENCE,12,,
10.1016/j.scitotenv.2024.172244,2023,True,True,True,False,False,False,False,False,False,True,True,False,False,SCIENCE OF THE TOTAL ENVIRONMENT,927,,
10.1016/j.scitotenv.2024.171950,2023,False,False,True,False,False,False,False,False,False,True,True,False,False,SCIENCE OF THE TOTAL ENVIRONMENT,927,,
10.1016/j.scitotenv.2024.172235,2023,True,True,False,True,True,True,False,True,True,True,True,True,False,SCIENCE OF THE TOTAL ENVIRONMENT,927,,
10.1016/j.marpolbul.2024.116326,2023,False,False,True,False,False,False,False,False,False,True,True,False,False,MARINE POLLUTION BULLETIN,202,,
10.1016/j.marenvres.2024.106487,2023,False,True,False,True,False,False,True,False,False,True,True,False,False,MARINE ENVIRONMENTAL RESEARCH,197,,
10.1016/j.scitotenv.2024.172177,2023,False,True,False,False,True,False,False,False,False,True,True,False,False,SCIENCE OF THE TOTAL ENVIRONMENT,927,,
10.1016/j.eti.2024.103622,2023,False,True,True,True,False,False,False,True,True,True,False,True,False,ENVIRONMENTAL TECHNOLOGY & INNOVATION,34,,
10.3389/fmars.2024.1362170,2024,False,True,True,False,False,False,False,False,False,True,True,False,False,FRONTIERS IN MARINE SCIENCE,11,,
10.7717/peerj.17165,2023,True,True,True,True,True,False,False,True,False,True,True,True,False,PEERJ,12,,
10.1016/j.scitotenv.2024.171871,2023,True,False,True,True,False,False,False,False,True,True,True,True,False,SCIENCE OF THE TOTAL ENVIRONMENT,927,,
10.1016/j.marpolbul.2024.116312,2023,True,False,False,True,True,True,False,False,True,False,True,False,False,MARINE POLLUTION BULLETIN,202,,
10.1016/j.scitotenv.2024.172125,2024,False,True,True,False,True,False,True,True,False,False,True,True,False,SCIENCE OF THE TOTAL ENVIRONMENT,926,,
10.1016/j.fpsl.2024.101279,2023,True,True,True,False,True,True,False,False,False,True,True,True,False,FOOD PACKAGING AND SHELF LIFE,43,,
10.1016/j.heliyon.2024.e28849,2023,True,True,True,False,True,False,False,False,False,True,True,False,False,HELIYON,10,7,
10.1002/ldr.5115,2023,False,True,True,False,False,False,False,False,False,False,True,True,False,LAND DEGRADATION & DEVELOPMENT,35,9,2963
10.1186/s12302-024-00898-6,2023,True,True,True,False,True,False,False,False,False,False,True,True,False,ENVIRONMENTAL SCIENCES EUROPE,36,1,
10.3389/fevo.2024.1390158,2023,False,True,True,False,False,False,False,False,False,True,True,False,False,FRONTIERS IN ECOLOGY AND EVOLUTION,12,,
10.1002/appl.202200125,2023,False,False,True,False,False,False,False,False,False,True,False,False,False,APPLIED RESEARCH,3,2,
10.1016/j.chemosphere.2024.141642,2023,True,True,True,False,False,True,False,False,False,True,True,False,False,Chemosphere,353,,141642
10.1007/s11356-024-33086-3,2023,False,False,True,False,False,False,False,False,False,True,True,False,False,Environmental science and pollution research international,31,20,28890
10.3390/fishes9040146,2023,False,True,False,False,True,False,False,False,False,False,False,True,False,FISHES,9,4,
10.1016/j.envpol.2024.123906,2023,True,True,True,False,False,False,False,False,False,True,True,False,False,ENVIRONMENTAL POLLUTION,348,,
10.3390/ma17081759,2023,False,False,False,True,False,False,False,False,False,False,False,False,False,MATERIALS,17,8,
10.3390/su16072992,2023,False,False,False,False,False,False,True,False,False,True,True,False,False,SUSTAINABILITY,16,7,
10.1134/S1995082924020135,2023,False,True,True,False,False,False,False,False,False,True,True,True,False,INLAND WATER BIOLOGY,17,2,316
10.1134/S1995082924020172,2024,True,False,True,False,False,False,False,False,False,False,True,True,True,INLAND WATER BIOLOGY,17,2,374
10.1016/j.jhazmat.2024.134169,2023,True,True,True,False,False,False,False,False,False,True,True,True,False,JOURNAL OF HAZARDOUS MATERIALS,470,,
10.3390/w16071051,2024,False,True,True,True,False,False,True,False,True,True,True,True,False,WATER,16,7,
10.1007/s11270-024-07061-0,2023,False,True,True,False,False,False,False,False,False,True,True,True,False,WATER AIR AND SOIL POLLUTION,235,4,
10.1007/s11270-024-07014-7,2023,False,False,True,True,False,False,True,True,True,True,True,False,False,WATER AIR AND SOIL POLLUTION,235,4,
10.1016/j.rsma.2024.103496,2023,False,False,False,True,False,False,True,False,True,True,True,False,False,REGIONAL STUDIES IN MARINE SCIENCE,73,,
10.3390/toxics12040254,2023,False,True,False,True,True,False,False,False,True,False,True,False,False,TOXICS,12,4,
10.1007/s10142-024-01328-9,2023,False,False,True,True,False,False,False,False,True,True,True,False,False,FUNCTIONAL & INTEGRATIVE GENOMICS,24,2,
10.3390/recycling9020030,2023,True,False,True,False,False,False,False,False,False,True,True,False,False,RECYCLING,9,2,
10.1016/j.watbs.2024.100247,2023,True,True,True,False,False,False,False,False,False,False,True,True,True,WATER BIOLOGY AND SECURITY,3,2,
10.3390/su16072731,2023,True,True,False,False,False,False,False,False,False,True,True,True,False,SUSTAINABILITY,16,7,
10.3390/su16083488,2024,True,True,True,False,False,False,False,False,False,True,False,False,False,SUSTAINABILITY,16,8,
10.3390/su16083401,2023,False,True,False,False,False,False,False,False,False,True,True,False,False,SUSTAINABILITY,16,8,
10.1595/205651324X16964141254874,2023,False,False,False,False,False,False,False,False,False,True,False,False,False,JOHNSON MATTHEY TECHNOLOGY REVIEW,68,2,232
10.1016/j.measurement.2024.114629,2023,False,True,True,True,False,False,False,False,False,True,True,True,False,MEASUREMENT,231,,
10.1063/5.0205303,2023,False,True,False,False,False,False,True,False,False,True,True,True,False,PHYSICS OF FLUIDS,36,4,
10.3390/foods13081235,2023,False,False,True,True,False,False,True,True,True,True,True,False,False,FOODS,13,8,
10.3390/su16083487,2023,True,True,True,True,False,False,False,False,True,True,True,True,False,SUSTAINABILITY,16,8,
10.1007/s00227-024-04399-1,2023,False,True,False,True,False,False,False,False,False,False,True,False,False,MARINE BIOLOGY,171,4,
10.1016/j.envpol.2024.123850,2023,True,False,True,False,False,False,False,False,False,True,True,False,False,ENVIRONMENTAL POLLUTION,348,,
10.1016/j.ecss.2024.108749,2023,True,True,True,False,False,False,False,False,False,True,True,True,False,ESTUARINE COASTAL AND SHELF SCIENCE,301,,
10.1016/j.envpol.2024.123843,2023,False,True,True,False,False,False,False,False,False,True,True,True,False,ENVIRONMENTAL POLLUTION,348,,
10.1016/j.envpol.2024.123790,2023,True,True,False,True,False,False,False,False,True,False,True,False,False,ENVIRONMENTAL POLLUTION,348,,
10.1016/j.envpol.2024.123860,2023,True,True,False,True,False,True,False,False,True,True,True,False,False,ENVIRONMENTAL POLLUTION,348,,
10.1016/j.marpolbul.2024.116231,2023,True,True,True,False,True,False,False,False,False,True,True,True,False,MARINE POLLUTION BULLETIN,202,,
10.1016/j.watres.2024.121500,2023,False,False,True,True,False,True,True,True,True,True,True,False,False,WATER RESEARCH,255,,
10.1016/j.ecss.2024.108740,2023,False,False,True,False,True,False,True,True,False,True,True,False,False,ESTUARINE COASTAL AND SHELF SCIENCE,301,,
10.1016/j.heliyon.2024.e28514,2023,True,False,False,False,True,False,True,True,False,True,True,False,False,HELIYON,10,7,
10.1007/s10668-024-04748-6,2023,False,False,True,False,False,False,False,False,False,True,False,False,False,ENVIRONMENT DEVELOPMENT AND SUSTAINABILITY,,,
10.1002/etc.5854,2023,False,True,False,False,True,False,False,False,False,True,True,True,False,ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY,43,6,1260
10.1038/s43247-024-01318-6,2023,False,False,True,True,False,False,True,False,True,True,True,True,False,COMMUNICATIONS EARTH & ENVIRONMENT,5,1,
10.1007/s00343-023-3179-1,2023,False,True,False,False,False,False,False,False,False,True,False,True,False,JOURNAL OF OCEANOLOGY AND LIMNOLOGY,42,4,1186
10.1016/j.scitotenv.2024.171906,2023,True,False,False,True,False,False,True,True,True,False,True,True,False,SCIENCE OF THE TOTAL ENVIRONMENT,926,,
10.1016/j.envpol.2024.123801,2023,False,False,False,False,False,False,True,False,False,True,True,False,False,ENVIRONMENTAL POLLUTION,348,,
10.1098/rsbl.2023.0457,2023,False,False,True,False,False,False,False,False,False,True,True,False,False,BIOLOGY LETTERS,20,3,
10.1002/smll.202400580,2023,False,True,False,False,False,False,False,False,False,False,False,True,False,SMALL,20,33,
10.1016/j.scitotenv.2024.171863,2024,True,False,True,True,True,True,True,False,True,True,True,True,False,SCIENCE OF THE TOTAL ENVIRONMENT,926,,
10.1016/j.marpolbul.2024.116261,2023,True,False,True,True,False,False,True,False,True,False,True,False,False,MARINE POLLUTION BULLETIN,201,,
10.1007/s00300-024-03241-0,2023,False,True,True,False,False,False,False,False,False,False,True,False,False,POLAR BIOLOGY,47,4,387
10.1007/s11356-024-32989-5,2023,True,True,True,False,False,False,False,False,False,False,True,True,False,Environmental science and pollution research international,31,19,28418
10.1016/j.heliyon.2024.e28220,2023,True,True,False,True,True,True,True,False,True,True,True,True,False,HELIYON,10,7,
10.1002/lol2.10387,2023,True,False,False,False,False,False,False,False,False,True,True,False,False,LIMNOLOGY AND OCEANOGRAPHY LETTERS,9,4,487
10.1016/j.envpol.2024.123814,2023,False,False,False,True,False,False,False,True,True,True,True,True,False,ENVIRONMENTAL POLLUTION,348,,
10.1007/s11082-024-06564-8,2023,False,True,False,False,True,False,False,False,False,True,True,False,False,OPTICAL AND QUANTUM ELECTRONICS,56,5,
10.1016/j.jclepro.2024.141420,2023,False,True,False,False,False,False,True,True,False,True,True,False,False,JOURNAL OF CLEANER PRODUCTION,449,,
10.1016/j.jenvman.2024.120644,2023,True,False,True,False,False,False,False,False,False,True,False,True,False,JOURNAL OF ENVIRONMENTAL MANAGEMENT,356,,
